"","operation_date","ISIN","nominal_purchases","res_mat","cuml_nom_purch","issue_date","cumulative_total_in_issue","percent_of_freefloat"
"1",2009-03-11,"GB0031829509",295,5.492128678987,295,2009-01-21,17686,0.0166798597760941
"2",2009-03-18,"GB0031829509",1115,5.47296372347707,1410,2009-01-21,17686,0.0797240755399751
"3",2009-03-25,"GB0031829509",201,5.45379876796715,1611,2009-01-21,17686,0.0910889969467375
"4",2009-04-01,"GB0031829509",743,5.43463381245722,2354,2009-01-21,17686,0.133099626823476
"5",2009-04-08,"GB0031829509",765,5.4154688569473,3119,2009-01-21,17686,0.176354178446229
"6",2009-04-15,"GB0031829509",1225,5.39630390143737,4344,2009-01-21,17686,0.245618002940179
"7",2009-04-21,"GB0031829509",544,5.37987679671458,4888,2009-01-21,17686,0.276376795205247
"8",2009-04-29,"GB0031829509",816,5.35797399041752,5704,2009-01-21,17686,0.32251498360285
"9",2009-05-06,"GB0031829509",389.1,5.3388090349076,6093.1,2009-01-21,17686,0.34451543593803
"10",2009-05-13,"GB0031829509",771,5.31964407939767,6864.1,2009-01-21,17686,0.388109238946059
"11",2009-05-20,"GB0031829509",1430,5.30047912388775,8294.1,2009-01-21,17686,0.468964152436956
"12",2009-05-27,"GB0031829509",823,5.28131416837782,9117.1,2009-01-21,17686,0.515498134117381
"13",2009-06-17,"GB0031829509",1647.1,5.22381930184805,10764.2,2009-06-10,23176.409,0.46444641186648
"14",2009-06-24,"GB0031829509",1342,5.20465434633812,12106.2,2009-06-10,23176.409,0.522350119036991
"15",2009-11-11,"GB0031829509",42,4.82135523613963,12148.2,2009-10-23,28057.269,0.432978705090649
"16",2009-11-25,"GB0031829509",0,4.78302532511978,12148.2,2009-10-23,28057.269,0.432978705090649
"17",2009-12-08,"GB0031829509",0,4.74743326488706,12148.2,2009-10-23,28057.269,0.432978705090649
"18",2010-01-06,"GB0031829509",568.2,4.66803559206023,12716.4,2009-10-23,28057.269,0.453230141536584
"19",2010-01-20,"GB0031829509",0,4.62970568104038,12716.4,2009-10-23,28057.269,0.453230141536584
"20",2009-03-11,"GB0033280339",384,6.49144421629021,384,2009-01-21,21468,0.0178870877585243
"21",2009-03-18,"GB0033280339",147,6.47227926078029,531,2009-01-21,21468,0.0247344885410844
"22",2009-04-08,"GB0033280339",781,6.41478439425051,1312,2009-04-02,24968,0.0525472604934316
"23",2009-04-15,"GB0033280339",135,6.39561943874059,1447,2009-04-02,24968,0.0579541813521307
"24",2009-04-21,"GB0033280339",256.1,6.3791923340178,1703.1,2009-04-02,24968,0.0682113104774111
"25",2009-04-29,"GB0033280339",661.2,6.35728952772074,2364.3,2009-04-02,24968,0.0946932073053509
"26",2009-05-06,"GB0033280339",429,6.33812457221081,2793.3,2009-04-02,24968,0.111875200256328
"27",2009-05-13,"GB0033280339",417,6.31895961670089,3210.3,2009-04-02,24968,0.128576578019865
"28",2009-05-20,"GB0033280339",399,6.29979466119097,3609.3,2009-04-02,24968,0.144557033002243
"29",2009-05-27,"GB0033280339",1182.5,6.28062970568104,4791.8,2009-04-02,24968,0.191917654597885
"30",2009-06-03,"GB0033280339",1970,6.26146475017112,6761.8,2009-04-02,24968,0.270818647869273
"31",2009-06-10,"GB0033280339",1865,6.24229979466119,8626.8,2009-04-02,24968,0.345514258250561
"32",2009-06-17,"GB0033280339",0,6.22313483915127,8626.8,2009-04-02,24968,0.345514258250561
"33",2009-06-24,"GB0033280339",155,6.20396988364134,8781.8,2009-04-02,24968,0.35172220442166
"34",2009-07-01,"GB0033280339",426.1,6.18480492813142,9207.9,2009-04-02,24968,0.368788048702339
"35",2009-07-08,"GB0033280339",400,6.16563997262149,9607.9,2009-04-02,24968,0.384808554950336
"36",2009-07-15,"GB0033280339",645,6.14647501711157,10252.9,2009-04-02,24968,0.410641621275232
"37",2009-07-22,"GB0033280339",899,6.12731006160164,11151.9,2009-04-02,24968,0.446647709067607
"38",2009-07-29,"GB0033280339",410,6.10814510609172,11561.9,2009-04-02,24968,0.463068727971804
"39",2009-08-12,"GB0033280339",25,6.06981519507187,11586.9,2009-04-02,24968,0.464070009612304
"40",2009-08-19,"GB0033280339",0,6.05065023956194,11586.9,2009-04-02,24968,0.464070009612304
"41",2009-08-26,"GB0033280339",260,6.03148528405202,11846.9,2009-04-02,24968,0.474483338673502
"42",2009-09-03,"GB0033280339",220,6.00958247775496,12066.9,2009-04-02,24968,0.483294617109901
"43",2009-09-09,"GB0033280339",61,5.99315537303217,12127.9,2009-04-02,24968,0.48573774431272
"44",2009-09-16,"GB0033280339",25,5.97399041752224,12152.9,2009-04-02,24968,0.48673902595322
"45",2009-09-23,"GB0033280339",273,5.95482546201232,12425.9,2009-04-02,24968,0.497673021467478
"46",2009-09-30,"GB0033280339",35,5.9356605065024,12460.9,2009-04-02,24968,0.499074815764178
"47",2009-10-07,"GB0033280339",62.8,5.91649555099247,12523.7,2009-04-02,24968,0.501590035245114
"48",2009-10-14,"GB0033280339",100,5.89733059548255,12623.7,2009-04-02,24968,0.505595161807113
"49",2009-10-21,"GB0033280339",60,5.87816563997262,12683.7,2009-04-02,24968,0.507998237744313
"50",2009-10-28,"GB0033280339",255,5.8590006844627,12938.7,2009-04-02,24968,0.518211310477411
"51",2009-11-11,"GB0033280339",0,5.82067077344285,12938.7,2009-04-02,24968,0.518211310477411
"52",2009-11-25,"GB0033280339",50,5.782340862423,12988.7,2009-04-02,24968,0.520213873758411
"53",2009-12-08,"GB0033280339",0,5.74674880219028,12988.7,2009-04-02,24968,0.520213873758411
"54",2010-01-06,"GB0033280339",170,5.66735112936345,13158.7,2009-04-02,24968,0.52702258891381
"55",2010-01-20,"GB0033280339",0,5.6290212183436,13158.7,2009-04-02,24968,0.52702258891381
"56",2011-10-10,"GB0033280339",20,3.90965092402464,13178.7,2010-10-15,33650.461,0.391635050705546
"57",2011-10-17,"GB0033280339",0,3.89048596851472,13178.7,2010-10-15,33650.461,0.391635050705546
"58",2011-10-24,"GB0033280339",95,3.87132101300479,13273.7,2011-10-19,34379.461,0.386093894840294
"59",2011-10-31,"GB0033280339",87.9,3.85215605749487,13361.6,2011-10-19,34379.461,0.388650653947134
"60",2011-11-07,"GB0033280339",0,3.83299110198494,13361.6,2011-10-19,34379.461,0.388650653947134
"61",2011-11-14,"GB0033280339",22,3.81382614647502,13383.6,2011-10-19,34379.461,0.389290570902202
"62",2011-11-21,"GB0033280339",15,3.79466119096509,13398.6,2011-10-19,34379.461,0.389726877917021
"63",2011-11-28,"GB0033280339",30,3.77549623545517,13428.6,2011-10-19,34379.461,0.39059949194666
"64",2011-12-05,"GB0033280339",50,3.75633127994524,13478.6,2011-10-19,34379.461,0.392053848662723
"65",2011-12-12,"GB0033280339",0,3.73716632443532,13478.6,2011-10-19,34379.461,0.392053848662723
"66",2012-01-03,"GB0033280339",25,3.67693360711841,13503.6,2011-10-19,34379.461,0.392781027020755
"67",2012-01-09,"GB0033280339",58.6,3.66050650239562,13562.2,2011-10-19,34379.461,0.394485533091982
"68",2012-01-16,"GB0033280339",7,3.64134154688569,13569.2,2011-10-19,34379.461,0.394689143032231
"69",2012-01-23,"GB0033280339",0,3.62217659137577,13569.2,2011-10-19,34379.461,0.394689143032231
"70",2012-01-30,"GB0033280339",0,3.60301163586585,13569.2,2011-10-19,34379.461,0.394689143032231
"71",2012-02-13,"GB0033280339",246,3.564681724846,13815.2,2011-10-19,34379.461,0.401844578075264
"72",2012-02-20,"GB0033280339",30,3.54551676933607,13845.2,2011-10-19,34379.461,0.402717192104902
"73",2012-02-27,"GB0033280339",200,3.52635181382615,14045.2,2011-10-19,34379.461,0.408534618969157
"74",2012-03-05,"GB0033280339",65,3.50718685831622,14110.2,2011-10-19,34379.461,0.41042528270004
"75",2012-03-12,"GB0033280339",175,3.4880219028063,14285.2,2011-10-19,34379.461,0.415515531206263
"76",2012-03-19,"GB0033280339",165.5,3.46885694729637,14450.7,2011-10-19,34379.461,0.420329451936434
"77",2012-03-26,"GB0033280339",250,3.44969199178645,14700.7,2011-10-19,34379.461,0.427601235516752
"78",2012-04-02,"GB0033280339",0,3.43052703627652,14700.7,2011-10-19,34379.461,0.427601235516752
"79",2012-04-16,"GB0033280339",0,3.39219712525667,14700.7,2011-10-19,34379.461,0.427601235516752
"80",2012-04-23,"GB0033280339",25.8,3.37303216974675,14726.5,2011-10-19,34379.461,0.428351683582241
"81",2012-04-30,"GB0033280339",10,3.35386721423682,14736.5,2011-10-19,34379.461,0.428642554925454
"82",2012-07-09,"GB0033280339",25,3.16221765913758,14761.5,2011-10-19,34379.461,0.429369733283486
"83",2012-07-16,"GB0033280339",41,3.14305270362765,14802.5,2011-10-19,34379.461,0.430562305790658
"84",2012-07-23,"GB0033280339",0,3.12388774811773,14802.5,2012-07-17,34855.461,0.424682376170552
"85",2012-07-30,"GB0033280339",0,3.1047227926078,14802.5,2012-07-17,34855.461,0.424682376170552
"86",2012-08-06,"GB0033280339",0,3.08555783709788,14802.5,2012-07-17,34855.461,0.424682376170552
"87",2012-08-13,"GB0033280339",50,3.06639288158795,14852.5,2012-07-17,34855.461,0.426116871614465
"88",2012-08-20,"GB0033280339",200,3.04722792607803,15052.5,2012-07-17,34855.461,0.431854853390119
"89",2012-09-03,"GB0033280339",40,3.00889801505818,15092.5,2012-07-17,34855.461,0.433002449745249
"90",2009-03-11,"GB0008881541",176,6.74058863791923,176,2009-01-21,9997.897,0.0176037020585429
"91",2009-03-18,"GB0008881541",281,6.72142368240931,457,2009-01-21,9997.897,0.0457096127315574
"92",2009-03-25,"GB0008881541",892,6.70225872689938,1349,2009-01-21,9997.897,0.134928375437354
"93",2009-04-01,"GB0008881541",567,6.68309377138946,1916,2009-01-21,9997.897,0.191640301955501
"94",2009-04-08,"GB0008881541",87,6.66392881587953,2003,2009-01-21,9997.897,0.200342131950349
"95",2009-04-15,"GB0008881541",46,6.64476386036961,2049,2009-01-21,9997.897,0.204943099533832
"96",2009-04-21,"GB0008881541",145,6.62833675564682,2194,2009-01-21,9997.897,0.219446149525245
"97",2009-04-29,"GB0008881541",264,6.60643394934976,2458,2009-01-21,9997.897,0.245851702613059
"98",2009-05-06,"GB0008881541",99,6.58726899383984,2557,2009-01-21,9997.897,0.25575378502099
"99",2009-05-13,"GB0008881541",105,6.56810403832991,2662,2009-01-21,9997.897,0.266255993635462
"100",2009-05-20,"GB0008881541",0,6.54893908281999,2662,2009-01-21,9997.897,0.266255993635462
"101",2009-05-27,"GB0008881541",31,6.52977412731006,2693,2009-01-21,9997.897,0.269356645702591
"102",2009-06-03,"GB0008881541",75,6.51060917180014,2768,2009-01-21,9997.897,0.276858223284357
"103",2009-06-10,"GB0008881541",277,6.49144421629021,3045,2009-01-21,9997.897,0.304564049819677
"104",2009-06-17,"GB0008881541",225,6.47227926078029,3270,2009-01-21,9997.897,0.327068782564973
"105",2009-06-24,"GB0008881541",33,6.45311430527036,3303,2009-01-21,9997.897,0.33036947670095
"106",2009-07-01,"GB0008881541",35,6.43394934976044,3338,2009-01-21,9997.897,0.333870212905774
"107",2009-07-08,"GB0008881541",95.9,6.41478439425051,3433.9,2009-01-21,9997.897,0.343462230106992
"108",2009-07-15,"GB0008881541",40,6.39561943874059,3473.9,2009-01-21,9997.897,0.347463071483933
"109",2009-07-22,"GB0008881541",327,6.37645448323066,3800.9,2009-01-21,9997.897,0.38016994974043
"110",2009-07-29,"GB0008881541",90,6.35728952772074,3890.9,2009-01-21,9997.897,0.389171842838549
"111",2009-08-12,"GB0008881541",0,6.31895961670089,3890.9,2009-01-21,9997.897,0.389171842838549
"112",2009-08-19,"GB0008881541",0,6.29979466119097,3890.9,2009-01-21,9997.897,0.389171842838549
"113",2009-08-26,"GB0008881541",0,6.28062970568104,3890.9,2009-01-21,9997.897,0.389171842838549
"114",2009-09-03,"GB0008881541",20,6.25872689938398,3910.9,2009-01-21,9997.897,0.39117226352702
"115",2009-09-09,"GB0008881541",0,6.24229979466119,3910.9,2009-01-21,9997.897,0.39117226352702
"116",2009-09-16,"GB0008881541",0,6.22313483915127,3910.9,2009-01-21,9997.897,0.39117226352702
"117",2009-09-23,"GB0008881541",0,6.20396988364134,3910.9,2009-01-21,9997.897,0.39117226352702
"118",2009-09-30,"GB0008881541",0,6.18480492813142,3910.9,2009-01-21,9997.897,0.39117226352702
"119",2009-10-07,"GB0008881541",80,6.16563997262149,3990.9,2009-01-21,9997.897,0.399173946280903
"120",2009-10-14,"GB0008881541",0,6.14647501711157,3990.9,2009-01-21,9997.897,0.399173946280903
"121",2009-10-21,"GB0008881541",0,6.12731006160164,3990.9,2009-01-21,9997.897,0.399173946280903
"122",2009-10-28,"GB0008881541",45,6.10814510609172,4035.9,2009-01-21,9997.897,0.403674892829962
"123",2009-11-11,"GB0008881541",60,6.06981519507187,4095.9,2009-01-21,9997.897,0.409676154895374
"124",2009-11-25,"GB0008881541",0,6.03148528405202,4095.9,2009-01-21,9997.897,0.409676154895374
"125",2009-12-08,"GB0008881541",0,5.9958932238193,4095.9,2009-01-21,9997.897,0.409676154895374
"126",2010-01-06,"GB0008881541",0,5.91649555099247,4095.9,2009-01-21,9997.897,0.409676154895374
"127",2010-01-20,"GB0008881541",200,5.87816563997262,4295.9,2009-01-21,9997.897,0.429680361780082
"128",2011-10-10,"GB0008881541",95,4.15879534565366,4390.9,2009-01-21,9997.897,0.439182360050319
"129",2011-10-17,"GB0008881541",0,4.13963039014374,4390.9,2009-01-21,9997.897,0.439182360050319
"130",2011-10-24,"GB0008881541",44,4.12046543463381,4434.9,2011-10-19,10214.897,0.434160031177994
"131",2011-10-31,"GB0008881541",10,4.10130047912389,4444.9,2011-10-19,10214.897,0.435138993569881
"132",2011-11-07,"GB0008881541",0,4.08213552361396,4444.9,2011-10-19,10214.897,0.435138993569881
"133",2011-11-14,"GB0008881541",20,4.06297056810404,4464.9,2011-10-19,10214.897,0.437096918353655
"134",2011-11-21,"GB0008881541",0,4.04380561259411,4464.9,2011-10-19,10214.897,0.437096918353655
"135",2011-11-28,"GB0008881541",0,4.02464065708419,4464.9,2011-10-19,10214.897,0.437096918353655
"136",2011-12-05,"GB0008881541",0,4.00547570157426,4464.9,2011-10-19,10214.897,0.437096918353655
"137",2011-12-12,"GB0008881541",0,3.98631074606434,4464.9,2011-10-19,10214.897,0.437096918353655
"138",2012-01-03,"GB0008881541",0,3.92607802874743,4464.9,2011-10-19,10214.897,0.437096918353655
"139",2012-01-09,"GB0008881541",0,3.90965092402464,4464.9,2011-10-19,10214.897,0.437096918353655
"140",2012-01-16,"GB0008881541",0,3.89048596851472,4464.9,2011-10-19,10214.897,0.437096918353655
"141",2012-01-23,"GB0008881541",0,3.87132101300479,4464.9,2011-10-19,10214.897,0.437096918353655
"142",2012-01-30,"GB0008881541",0,3.85215605749487,4464.9,2011-10-19,10214.897,0.437096918353655
"143",2012-02-13,"GB0008881541",98,3.81382614647502,4562.9,2011-10-19,10214.897,0.446690749794149
"144",2012-02-20,"GB0008881541",8,3.79466119096509,4570.9,2011-10-19,10214.897,0.447473919707658
"145",2012-02-27,"GB0008881541",0,3.77549623545517,4570.9,2011-10-19,10214.897,0.447473919707658
"146",2012-03-05,"GB0008881541",0,3.75633127994524,4570.9,2011-10-19,10214.897,0.447473919707658
"147",2012-03-12,"GB0008881541",0,3.73716632443532,4570.9,2011-10-19,10214.897,0.447473919707658
"148",2012-03-19,"GB0008881541",0,3.71800136892539,4570.9,2011-10-19,10214.897,0.447473919707658
"149",2012-03-26,"GB0008881541",0,3.69883641341547,4570.9,2011-10-19,10214.897,0.447473919707658
"150",2012-04-02,"GB0008881541",0,3.67967145790554,4570.9,2011-10-19,10214.897,0.447473919707658
"151",2012-04-16,"GB0008881541",0,3.64134154688569,4570.9,2011-10-19,10214.897,0.447473919707658
"152",2012-04-23,"GB0008881541",50,3.62217659137577,4620.9,2011-10-19,10214.897,0.452368731667094
"153",2012-04-30,"GB0008881541",95,3.60301163586585,4715.9,2011-10-19,10214.897,0.461668874390021
"154",2009-03-11,"GB00B0V3WX43",139,7.49349760438056,139,2009-01-21,21827,0.00636825949512072
"155",2009-03-18,"GB00B0V3WX43",206,7.47433264887064,345,2009-01-21,21827,0.0158061116965227
"156",2009-03-25,"GB00B0V3WX43",279,7.45516769336071,624,2009-01-21,21827,0.0285884455032758
"157",2009-04-01,"GB00B0V3WX43",669.8,7.43600273785079,1293.8,2009-01-21,21827,0.0592752096027855
"158",2009-04-08,"GB00B0V3WX43",164,7.41683778234086,1457.8,2009-01-21,21827,0.0667888395106978
"159",2009-04-15,"GB00B0V3WX43",99,7.39767282683094,1556.8,2009-01-21,21827,0.0713245063453521
"160",2009-04-21,"GB00B0V3WX43",323,7.38124572210814,1879.8,2009-01-21,21827,0.0861226920786182
"161",2009-04-29,"GB00B0V3WX43",249,7.35934291581109,2128.8,2009-01-21,21827,0.0975305813900215
"162",2009-05-06,"GB00B0V3WX43",299,7.34017796030116,2427.8,2009-01-21,21827,0.111229211527008
"163",2009-05-13,"GB00B0V3WX43",457,7.32101300479124,2884.8,2009-01-21,21827,0.132166582672836
"164",2009-05-20,"GB00B0V3WX43",355,7.30184804928131,3239.8,2009-01-21,21827,0.148430842534476
"165",2009-05-27,"GB00B0V3WX43",405,7.28268309377139,3644.8,2009-01-21,21827,0.166985843221698
"166",2009-06-03,"GB00B0V3WX43",427,7.26351813826146,4071.8,2009-01-21,21827,0.186548769872177
"167",2009-06-10,"GB00B0V3WX43",422.7,7.24435318275154,4494.5,2009-01-21,21827,0.205914692811655
"168",2009-06-17,"GB00B0V3WX43",120,7.22518822724162,4614.5,2009-01-21,21827,0.211412470793054
"169",2009-06-24,"GB00B0V3WX43",198,7.20602327173169,4812.5,2009-01-21,21827,0.220483804462363
"170",2009-07-01,"GB00B0V3WX43",115,7.18685831622177,4927.5,2009-01-21,21827,0.225752508361204
"171",2009-07-08,"GB00B0V3WX43",371,7.16769336071184,5298.5,2009-01-21,21827,0.24274980528703
"172",2009-07-29,"GB00B0V3WX43",620,7.11019849418207,5918.5,2009-07-22,25827,0.229159406822318
"173",2009-08-12,"GB00B0V3WX43",15,7.07186858316222,5933.5,2009-07-22,25827,0.229740194370233
"174",2009-08-19,"GB00B0V3WX43",5,7.05270362765229,5938.5,2009-07-22,25827,0.229933790219538
"175",2009-08-26,"GB00B0V3WX43",115,7.03353867214237,6053.5,2009-07-22,25827,0.234386494753552
"176",2009-09-03,"GB00B0V3WX43",209,7.01163586584531,6262.5,2009-07-22,25827,0.242478801254501
"177",2009-09-09,"GB00B0V3WX43",50,6.99520876112252,6312.5,2009-07-22,25827,0.244414759747551
"178",2009-09-16,"GB00B0V3WX43",10,6.97604380561259,6322.5,2009-07-22,25827,0.244801951446161
"179",2009-09-23,"GB00B0V3WX43",137,6.95687885010267,6459.5,2009-07-22,25827,0.250106477717118
"180",2009-09-30,"GB00B0V3WX43",279,6.93771389459274,6738.5,2009-07-22,25827,0.260909126108336
"181",2009-10-07,"GB00B0V3WX43",35,6.91854893908282,6773.5,2009-07-22,25827,0.262264297053471
"182",2009-10-14,"GB00B0V3WX43",60,6.8993839835729,6833.5,2009-07-22,25827,0.264587447245131
"183",2009-10-21,"GB00B0V3WX43",260,6.88021902806297,7093.5,2009-07-22,25827,0.274654431408991
"184",2009-10-28,"GB00B0V3WX43",25,6.86105407255305,7118.5,2009-07-22,25827,0.275622410655516
"185",2009-11-11,"GB00B0V3WX43",271,6.8227241615332,7389.5,2009-07-22,25827,0.286115305687846
"186",2009-11-25,"GB00B0V3WX43",0,6.78439425051335,7389.5,2009-07-22,25827,0.286115305687846
"187",2009-12-08,"GB00B0V3WX43",0,6.74880219028063,7389.5,2009-07-22,25827,0.286115305687846
"188",2010-01-06,"GB00B0V3WX43",40,6.6694045174538,7429.5,2009-07-22,25827,0.287664072482286
"189",2010-01-20,"GB00B0V3WX43",0,6.63107460643395,7429.5,2009-07-22,25827,0.287664072482286
"190",2011-10-10,"GB00B0V3WX43",10,4.91170431211499,7439.5,2010-07-21,29577,0.251529904993745
"191",2011-10-17,"GB00B0V3WX43",0,4.89253935660506,7439.5,2010-07-21,29577,0.251529904993745
"192",2011-10-24,"GB00B0V3WX43",0,4.87337440109514,7439.5,2011-10-19,30218,0.246194321265471
"193",2011-10-31,"GB00B0V3WX43",25,4.85420944558522,7464.5,2011-10-19,30218,0.247021642729499
"194",2011-11-07,"GB00B0V3WX43",0,4.83504449007529,7464.5,2011-10-19,30218,0.247021642729499
"195",2011-11-14,"GB00B0V3WX43",11,4.81587953456537,7475.5,2011-10-19,30218,0.247385664173671
"196",2011-11-21,"GB00B0V3WX43",10,4.79671457905544,7485.5,2011-10-19,30218,0.247716592759283
"197",2011-11-28,"GB00B0V3WX43",145,4.77754962354552,7630.5,2011-10-19,30218,0.252515057250645
"198",2011-12-05,"GB00B0V3WX43",181.8,4.75838466803559,7812.3,2011-10-19,30218,0.258531338937057
"199",2011-12-12,"GB00B0V3WX43",120,4.73921971252567,7932.3,2011-10-19,30218,0.262502481964392
"200",2012-01-03,"GB00B0V3WX43",350,4.67898699520876,8282.3,2011-10-19,30218,0.274084982460785
"201",2012-01-09,"GB00B0V3WX43",382,4.66255989048597,8664.3,2011-10-19,30218,0.286726454431134
"202",2012-01-30,"GB00B0V3WX43",100,4.60506502395619,8764.3,2012-01-20,34346.196,0.255175274723291
"203",2012-02-13,"GB00B0V3WX43",520,4.56673511293635,9284.3,2012-01-20,34346.196,0.270315233745245
"204",2012-02-20,"GB00B0V3WX43",148,4.54757015742642,9432.3,2012-01-20,34346.196,0.27462429900534
"205",2012-02-27,"GB00B0V3WX43",225,4.5284052019165,9657.3,2012-01-20,34346.196,0.281175242812916
"206",2012-03-05,"GB00B0V3WX43",200,4.50924024640657,9857.3,2012-01-20,34346.196,0.286998303975206
"207",2012-03-12,"GB00B0V3WX43",210,4.49007529089665,10067.3,2012-01-20,34346.196,0.29311251819561
"208",2012-03-19,"GB00B0V3WX43",130,4.47091033538672,10197.3,2012-01-20,34346.196,0.296897507951099
"209",2012-03-26,"GB00B0V3WX43",40,4.4517453798768,10237.3,2012-01-20,34346.196,0.298062120183557
"210",2012-04-02,"GB00B0V3WX43",0,4.43258042436687,10237.3,2012-01-20,34346.196,0.298062120183557
"211",2012-04-16,"GB00B0V3WX43",60,4.39425051334702,10297.3,2012-01-20,34346.196,0.299809038532244
"212",2012-04-23,"GB00B0V3WX43",0,4.3750855578371,10297.3,2012-01-20,34346.196,0.299809038532244
"213",2012-04-30,"GB00B0V3WX43",0,4.35592060232717,10297.3,2012-01-20,34346.196,0.299809038532244
"214",2012-07-09,"GB00B0V3WX43",0,4.16427104722793,10297.3,2012-01-20,34346.196,0.299809038532244
"215",2012-07-16,"GB00B0V3WX43",20,4.145106091718,10317.3,2012-01-20,34346.196,0.300391344648473
"216",2012-07-23,"GB00B0V3WX43",0,4.12594113620808,10317.3,2012-07-17,34822.196,0.296285162486593
"217",2012-07-30,"GB00B0V3WX43",113,4.10677618069815,10430.3,2012-07-17,34822.196,0.299530219174
"218",2012-08-06,"GB00B0V3WX43",0,4.08761122518823,10430.3,2012-07-17,34822.196,0.299530219174
"219",2012-08-13,"GB00B0V3WX43",8,4.0684462696783,10438.3,2012-07-17,34822.196,0.299759957700542
"220",2012-08-20,"GB00B0V3WX43",30,4.04928131416838,10468.3,2012-07-17,34822.196,0.300621477175075
"221",2012-09-03,"GB00B0V3WX43",30,4.01095140314853,10498.3,2012-07-17,34822.196,0.301482996649608
"222",2012-09-10,"GB00B0V3WX43",17.2,3.9917864476386,10515.5,2012-07-17,34822.196,0.301976934481674
"223",2012-09-17,"GB00B0V3WX43",10,3.97262149212868,10525.5,2012-07-17,34822.196,0.302264107639851
"224",2012-09-24,"GB00B0V3WX43",81,3.95345653661875,10606.5,2012-07-17,34822.196,0.30459021022109
"225",2012-10-01,"GB00B0V3WX43",35,3.93429158110883,10641.5,2012-07-17,34822.196,0.305595316274712
"226",2012-10-08,"GB00B0V3WX43",30,3.91512662559891,10671.5,2012-07-17,34822.196,0.306456835749244
"227",2012-10-15,"GB00B0V3WX43",50,3.89596167008898,10721.5,2012-07-17,34822.196,0.307892701540133
"228",2012-10-22,"GB00B0V3WX43",20.6,3.87679671457906,10742.1,2012-07-17,34822.196,0.308484278245979
"229",2012-10-29,"GB00B0V3WX43",145,3.85763175906913,10887.1,2012-07-17,34822.196,0.312648289039554
"230",2013-03-11,"GB00B0V3WX43",95,3.49349760438056,10982.1,2012-07-17,34822.196,0.315376434042241
"231",2013-03-18,"GB00B0V3WX43",60,3.47433264887064,11042.1,2012-07-17,34822.196,0.317099472991307
"232",2009-03-11,"GB0008931148",67,8.45722108145106,67,2009-01-21,10502,0.00637973719291563
"233",2009-03-18,"GB0008931148",5,8.43805612594114,72,2009-01-21,10502,0.00685583698343173
"234",2009-03-25,"GB0008931148",593,8.41889117043121,665,2009-01-21,10502,0.0633212721386403
"235",2009-04-01,"GB0008931148",246,8.39972621492129,911,2009-01-21,10502,0.086745381832032
"236",2009-04-08,"GB0008931148",202,8.38056125941136,1113,2009-01-21,10502,0.105979813368882
"237",2009-04-15,"GB0008931148",91,8.36139630390144,1204,2009-01-21,10502,0.114644829556275
"238",2009-04-21,"GB0008931148",215,8.34496919917864,1419,2009-01-21,10502,0.135117120548467
"239",2009-04-29,"GB0008931148",65,8.32306639288159,1484,2009-01-21,10502,0.141306417825176
"240",2009-05-06,"GB0008931148",137,8.30390143737166,1621,2009-01-21,10502,0.154351552085317
"241",2009-05-13,"GB0008931148",30,8.28473648186174,1651,2009-01-21,10502,0.157208150828414
"242",2009-05-20,"GB0008931148",90,8.26557152635181,1741,2009-01-21,10502,0.165777947057703
"243",2009-05-27,"GB0008931148",0,8.24640657084189,1741,2009-01-21,10502,0.165777947057703
"244",2009-06-03,"GB0008931148",80,8.22724161533196,1821,2009-01-21,10502,0.173395543705961
"245",2009-06-10,"GB0008931148",0,8.20807665982204,1821,2009-01-21,10502,0.173395543705961
"246",2009-06-17,"GB0008931148",225,8.18891170431212,2046,2009-01-21,10502,0.194820034279185
"247",2009-06-24,"GB0008931148",76,8.16974674880219,2122,2009-01-21,10502,0.20205675109503
"248",2009-07-01,"GB0008931148",54,8.15058179329227,2176,2009-01-21,10502,0.207198628832603
"249",2009-07-08,"GB0008931148",178,8.13141683778234,2354,2009-01-21,10502,0.224147781374976
"250",2009-07-15,"GB0008931148",45,8.11225188227242,2399,2009-01-21,10502,0.228432679489621
"251",2009-07-22,"GB0008931148",27,8.09308692676249,2426,2009-01-21,10502,0.231003618358408
"252",2009-07-29,"GB0008931148",49,8.07392197125257,2475,2009-01-21,10502,0.235669396305466
"253",2009-08-12,"GB0008931148",0,8.03559206023272,2475,2009-01-21,10502,0.235669396305466
"254",2009-08-19,"GB0008931148",21.4,8.01642710472279,2496.4,2009-01-21,10502,0.237707103408875
"255",2009-08-26,"GB0008931148",0,7.99726214921287,2496.4,2009-01-21,10502,0.237707103408875
"256",2009-09-03,"GB0008931148",0,7.97535934291581,2496.4,2009-01-21,10502,0.237707103408875
"257",2009-09-09,"GB0008931148",7,7.95893223819302,2503.4,2009-01-21,10502,0.238373643115597
"258",2009-09-16,"GB0008931148",0,7.93976728268309,2503.4,2009-01-21,10502,0.238373643115597
"259",2009-09-23,"GB0008931148",0,7.92060232717317,2503.4,2009-01-21,10502,0.238373643115597
"260",2009-09-30,"GB0008931148",5,7.90143737166324,2508.4,2009-01-21,10502,0.238849742906113
"261",2009-10-07,"GB0008931148",70,7.88227241615332,2578.4,2009-01-21,10502,0.245515139973338
"262",2009-10-14,"GB0008931148",168,7.86310746064339,2746.4,2009-01-21,10502,0.261512092934679
"263",2009-10-21,"GB0008931148",0,7.84394250513347,2746.4,2009-01-21,10502,0.261512092934679
